Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,datetime,hour,day,weekday,month,is_weekend
2024-01-01,22:05:59,"""CNR7088218""",Completed,"""CID9876438""",Premier Sedan,Raj Nagar Extension,ITO,11.3,28.0,653.0,19.12,4.9,5.0,Credit Card,2024-01-01 22:05:59,22,1,0,1,0
2024-09-06,18:38:29,"""CNR2045484""",Completed,"""CID7790639""",Go Sedan,Udyog Vihar,Noida Extension,3.0,31.7,377.0,5.67,4.6,3.6,UPI,2024-09-06 18:38:29,18,6,4,9,0
2024-05-09,18:20:06,"""CNR2998164""",Completed,"""CID5063709""",Bike,Nehru Place,Model Town,7.4,20.3,375.0,6.7,4.7,3.9,UPI,2024-05-09 18:20:06,18,9,3,5,0
2024-05-16,15:56:35,"""CNR3606661""",Completed,"""CID1958470""",Go Mini,Panchsheel Park,Keshav Puram,11.6,17.4,433.0,8.41,4.9,3.4,Cash,2024-05-16 15:56:35,15,16,3,5,0
2024-01-29,08:00:14,"""CNR5153780""",Completed,"""CID4027598""",Go Mini,Ghitorni Village,Huda City Centre,14.8,23.5,384.0,45.45,4.6,4.2,Cash,2024-01-29 08:00:14,8,29,0,1,0
2024-04-20,15:57:12,"""CNR5241996""",Completed,"""CID1391895""",Auto,Badarpur,Gurgaon Railway Station,10.1,35.1,133.0,44.7,3.4,4.9,Cash,2024-04-20 15:57:12,15,20,5,4,1
2024-10-29,19:47:51,"""CNR9211018""",Completed,"""CID5498315""",Go Mini,Cyber Hub,Greater Kailash,12.9,39.7,684.0,46.58,3.3,5.0,Credit Card,2024-10-29 19:47:51,19,29,1,10,0
2024-02-29,23:09:15,"""CNR9526249""",Completed,"""CID6442390""",Bike,Seelampur,Badshahpur,5.5,35.9,206.0,3.44,3.6,4.7,Credit Card,2024-02-29 23:09:15,23,29,3,2,0
2024-10-21,12:35:16,"""CNR3053228""",Completed,"""CID5595744""",Auto,Indraprastha,Vaishali,9.5,25.0,418.0,40.65,4.8,4.1,Cash,2024-10-21 12:35:16,12,21,0,10,0
2024-02-26,16:47:17,"""CNR8802533""",Completed,"""CID4715253""",Go Sedan,Kalkaji,Shastri Nagar,10.3,40.0,222.0,12.49,3.9,4.1,UPI,2024-02-26 16:47:17,16,26,0,2,0
2024-07-03,13:56:47,"""CNR5503108""",Completed,"""CID1853658""",Go Sedan,Karol Bagh,Maidan Garhi,8.9,40.6,338.0,38.68,4.2,4.7,Cash,2024-07-03 13:56:47,13,3,2,7,0
2024-10-07,11:07:37,"""CNR4972471""",Completed,"""CID8275468""",Auto,Tilak Nagar,Preet Vihar,7.9,38.9,373.0,42.86,4.2,4.2,Cash,2024-10-07 11:07:37,11,7,0,10,0
2024-07-14,10:30:53,"""CNR9649210""",Completed,"""CID9965069""",Auto,Akshardham,Kadarpur,10.0,27.4,621.0,45.01,3.8,4.4,Uber Wallet,2024-07-14 10:30:53,10,14,6,7,1
2024-11-01,16:14:11,"""CNR4203174""",Completed,"""CID4072542""",Go Sedan,IIT Delhi,Munirka,2.1,43.8,713.0,30.48,4.3,4.1,UPI,2024-11-01 16:14:11,16,1,4,11,0
2024-08-07,18:47:36,"""CNR7980620""",Completed,"""CID7952319""",Bike,Narsinghpur,Chanakyapuri,4.7,29.8,245.0,30.89,4.3,4.5,Cash,2024-08-07 18:47:36,18,7,2,8,0
2024-03-18,11:01:15,"""CNR8992925""",Completed,"""CID7860262""",Go Sedan,Govindpuri,Faridabad Sector 15,10.6,40.5,181.0,21.71,4.1,4.6,Uber Wallet,2024-03-18 11:01:15,11,18,0,3,0
2024-04-08,19:06:52,"""CNR3193035""",Completed,"""CID4100151""",Uber XL,Dwarka Mor,Bhiwadi,13.2,21.0,243.0,31.24,4.3,3.9,UPI,2024-04-08 19:06:52,19,8,0,4,0
2024-06-21,07:03:35,"""CNR7590358""",Completed,"""CID7842490""",Premier Sedan,Civil Lines Gurgaon,Hauz Khas,5.1,42.9,455.0,25.05,3.8,3.8,Cash,2024-06-21 07:03:35,7,21,4,6,0
2024-02-27,11:44:39,"""CNR6276629""",Completed,"""CID3954152""",Go Mini,Kalkaji,Vatika Chowk,3.7,33.1,811.0,48.43,4.2,4.8,UPI,2024-02-27 11:44:39,11,27,1,2,0
2024-09-02,12:38:33,"""CNR5944126""",Completed,"""CID8421395""",eBike,Malviya Nagar,Rohini West,11.1,35.4,358.0,13.81,4.0,4.3,UPI,2024-09-02 12:38:33,12,2,0,9,0
2024-08-07,09:26:16,"""CNR5612831""",Completed,"""CID2128745""",Go Mini,Ashram,Bhikaji Cama Place,8.1,19.2,337.0,27.25,3.8,4.5,Cash,2024-08-07 09:26:16,9,7,2,8,0
2024-11-09,14:27:00,"""CNR5917475""",Completed,"""CID5475240""",Auto,Vishwavidyalaya,Rohini East,2.5,23.1,102.0,35.12,4.5,4.9,Cash,2024-11-09 14:27:00,14,9,5,11,1
2024-05-11,01:07:38,"""CNR1900807""",Completed,"""CID4960734""",Go Sedan,Pitampura,Satguru Ram Singh Marg,12.9,38.3,197.0,8.45,4.4,5.0,UPI,2024-05-11 01:07:38,1,11,5,5,1
2024-11-30,05:31:42,"""CNR4245530""",Completed,"""CID4147909""",Auto,Sushant Lok,Arjangarh,12.8,18.8,313.0,34.0,4.6,4.8,Credit Card,2024-11-30 05:31:42,5,30,5,11,1
2024-08-10,10:26:16,"""CNR4752344""",Completed,"""CID8067271""",Go Mini,IFFCO Chowk,Bhikaji Cama Place,8.6,27.8,75.0,45.12,3.9,4.6,Cash,2024-08-10 10:26:16,10,10,5,8,1
2024-07-13,08:59:26,"""CNR9764052""",Completed,"""CID1916452""",eBike,Barakhamba Road,Botanical Garden,14.7,33.6,1459.0,2.38,4.3,4.1,UPI,2024-07-13 08:59:26,8,13,5,7,1
2024-04-07,14:59:05,"""CNR6501952""",Completed,"""CID4542925""",Auto,Welcome,Ambience Mall,8.0,33.8,753.0,15.24,3.8,3.7,Cash,2024-04-07 14:59:05,14,7,6,4,1
2024-07-25,19:52:14,"""CNR4832040""",Completed,"""CID2122572""",Go Mini,Noida Film City,Hauz Rani,2.0,22.1,935.0,47.95,4.2,3.6,UPI,2024-07-25 19:52:14,19,25,3,7,0
2024-10-27,20:09:11,"""CNR7266017""",Completed,"""CID8056294""",Auto,Udyog Bhawan,Sarojini Nagar,9.8,29.9,634.0,12.53,3.3,4.6,Uber Wallet,2024-10-27 20:09:11,20,27,6,10,1
2024-08-26,20:44:23,"""CNR9856321""",Completed,"""CID6714279""",Auto,Panchsheel Park,Nehru Place,9.9,28.0,453.0,37.69,4.2,3.7,UPI,2024-08-26 20:44:23,20,26,0,8,0
2024-03-05,14:31:57,"""CNR2747650""",Completed,"""CID3263390""",Auto,Vaishali,Gwal Pahari,4.9,16.0,611.0,41.76,4.9,4.4,Uber Wallet,2024-03-05 14:31:57,14,5,1,3,0
2024-02-24,02:30:02,"""CNR3502383""",Completed,"""CID7809673""",eBike,Netaji Subhash Place,New Delhi Railway Station,6.5,36.1,597.0,46.45,3.2,4.0,Cash,2024-02-24 02:30:02,2,24,5,2,1
2024-03-06,19:33:00,"""CNR8444119""",Completed,"""CID9484316""",Bike,Indraprastha,IMT Manesar,14.8,24.4,351.0,40.26,3.6,4.3,UPI,2024-03-06 19:33:00,19,6,2,3,0
2024-04-05,14:06:42,"""CNR5215056""",Completed,"""CID1942830""",Auto,Rithala,Dwarka Sector 21,6.8,33.2,172.0,35.79,4.9,3.2,Cash,2024-04-05 14:06:42,14,5,4,4,0
2024-03-21,06:38:44,"""CNR5104740""",Completed,"""CID3940853""",Go Mini,Ashram,Khandsa,6.7,31.6,314.0,23.4,4.4,4.4,UPI,2024-03-21 06:38:44,6,21,3,3,0
2024-10-28,08:10:27,"""CNR4530316""",Completed,"""CID6789106""",Bike,Faridabad Sector 15,Model Town,8.1,33.8,314.0,4.14,4.7,4.9,Cash,2024-10-28 08:10:27,8,28,0,10,0
2024-06-11,09:02:01,"""CNR4060634""",Completed,"""CID6238141""",eBike,Shahdara,Aya Nagar,3.3,43.6,65.0,21.31,4.6,5.0,UPI,2024-06-11 09:02:01,9,11,1,6,0
2024-06-01,08:49:54,"""CNR2404908""",Completed,"""CID8348269""",Bike,Welcome,Aya Nagar,7.7,43.5,680.0,29.39,4.8,4.2,UPI,2024-06-01 08:49:54,8,1,5,6,1
2024-01-15,12:10:30,"""CNR1926213""",Completed,"""CID8623304""",Go Sedan,Hauz Rani,RK Puram,15.0,17.4,1110.0,6.99,4.8,4.3,UPI,2024-01-15 12:10:30,12,15,0,1,0
2024-09-04,03:45:59,"""CNR5288633""",Completed,"""CID3360471""",Go Mini,Karol Bagh,Indirapuram,6.1,41.9,718.0,34.92,4.4,4.3,Cash,2024-09-04 03:45:59,3,4,2,9,0
2024-11-30,06:17:28,"""CNR3619662""",Completed,"""CID7772555""",Go Sedan,Ashok Vihar,Vaishali,2.3,41.8,174.0,39.64,4.6,4.9,Credit Card,2024-11-30 06:17:28,6,30,5,11,1
2024-06-20,14:03:54,"""CNR9397951""",Completed,"""CID5098797""",Premier Sedan,Saket A Block,Ardee City,7.5,43.5,759.0,18.97,3.2,3.8,Credit Card,2024-06-20 14:03:54,14,20,3,6,0
2024-03-13,03:48:26,"""CNR2487152""",Completed,"""CID8743696""",eBike,Udyog Bhawan,Anand Vihar ISBT,5.2,25.4,244.0,14.99,3.8,4.3,Uber Wallet,2024-03-13 03:48:26,3,13,2,3,0
2024-05-30,20:51:32,"""CNR2091618""",Completed,"""CID8498748""",Premier Sedan,Pulbangash,Aya Nagar,14.4,18.2,370.0,11.68,4.2,4.4,UPI,2024-05-30 20:51:32,20,30,3,5,0
2024-12-16,12:12:28,"""CNR2503476""",Completed,"""CID1598663""",eBike,Gurgaon Sector 29,Bahadurgarh,14.5,21.4,997.0,12.92,4.4,4.3,UPI,2024-12-16 12:12:28,12,16,0,12,0
2024-04-21,20:32:31,"""CNR7354391""",Completed,"""CID1447588""",Auto,GTB Nagar,AIIMS,6.2,24.5,389.0,43.97,3.3,4.0,UPI,2024-04-21 20:32:31,20,21,6,4,1
2024-01-29,13:23:58,"""CNR2737251""",Completed,"""CID8192742""",Go Sedan,Anand Vihar,Pataudi Chowk,2.4,42.3,375.0,33.83,4.4,5.0,Credit Card,2024-01-29 13:23:58,13,29,0,1,0
2024-06-18,08:00:27,"""CNR9834230""",Completed,"""CID1571948""",Go Mini,Kirti Nagar,Ashram,4.9,43.4,857.0,29.91,4.1,5.0,UPI,2024-06-18 08:00:27,8,18,1,6,0
2024-04-21,11:22:16,"""CNR6215586""",Completed,"""CID3394761""",Go Sedan,Jhilmil,Moolchand,10.5,33.8,288.0,41.73,3.3,4.3,Credit Card,2024-04-21 11:22:16,11,21,6,4,1
2024-06-30,16:50:04,"""CNR7974924""",Completed,"""CID8004317""",Go Sedan,Vatika Chowk,Tilak Nagar,14.7,29.4,179.0,45.72,3.7,4.3,Cash,2024-06-30 16:50:04,16,30,6,6,1
2024-05-04,18:56:02,"""CNR9245826""",Completed,"""CID2473515""",Go Sedan,Satguru Ram Singh Marg,Dwarka Mor,9.7,29.9,917.0,23.53,4.4,3.7,Credit Card,2024-05-04 18:56:02,18,4,5,5,1
2024-06-07,15:45:07,"""CNR5252904""",Completed,"""CID5321368""",Premier Sedan,Bhikaji Cama Place,Welcome,14.5,20.3,363.0,29.41,4.6,4.6,Debit Card,2024-06-07 15:45:07,15,7,4,6,0
2024-09-29,19:21:19,"""CNR8806654""",Completed,"""CID1264081""",Premier Sedan,Cyber Hub,Sonipat,3.5,44.9,560.0,42.47,4.3,4.6,UPI,2024-09-29 19:21:19,19,29,6,9,1
2024-04-10,07:19:37,"""CNR5360951""",Completed,"""CID5121598""",eBike,AIIMS,Gwal Pahari,12.8,34.6,472.0,24.57,4.1,4.6,UPI,2024-04-10 07:19:37,7,10,2,4,0
2024-08-12,09:20:11,"""CNR4058087""",Completed,"""CID7601749""",Premier Sedan,IIT Delhi,Badshahpur,2.7,30.7,155.0,2.67,4.4,4.2,Debit Card,2024-08-12 09:20:11,9,12,0,8,0
2024-05-09,16:31:04,"""CNR9346996""",Completed,"""CID3624592""",Go Sedan,RK Puram,Mansarovar Park,2.8,38.0,345.0,37.91,4.4,4.6,Debit Card,2024-05-09 16:31:04,16,9,3,5,0
2024-09-30,10:05:14,"""CNR6154756""",Completed,"""CID9942124""",Premier Sedan,Kashmere Gate ISBT,Noida Sector 18,4.3,28.7,88.0,47.46,4.1,4.7,UPI,2024-09-30 10:05:14,10,30,0,9,0
2024-09-05,08:49:21,"""CNR9981314""",Completed,"""CID8306702""",Bike,Bhikaji Cama Place,Hero Honda Chowk,11.6,31.8,345.0,33.91,4.1,4.7,UPI,2024-09-05 08:49:21,8,5,3,9,0
2024-02-08,15:57:58,"""CNR6980784""",Completed,"""CID7472735""",Uber XL,Kalkaji,Qutub Minar,12.1,43.5,439.0,19.26,4.6,4.2,Cash,2024-02-08 15:57:58,15,8,3,2,0
2024-06-27,08:37:39,"""CNR3094725""",Completed,"""CID7232892""",Premier Sedan,Sultanpur,Ashok Vihar,13.7,44.3,81.0,6.59,4.2,4.6,Cash,2024-06-27 08:37:39,8,27,3,6,0
2024-05-30,21:17:28,"""CNR8274465""",Completed,"""CID7579670""",Auto,Jor Bagh,Ghaziabad,2.6,43.8,114.0,10.66,5.0,4.1,Cash,2024-05-30 21:17:28,21,30,3,5,0
2024-12-27,19:22:19,"""CNR2093821""",Completed,"""CID5023467""",Go Mini,Ambience Mall,Indirapuram,14.9,28.8,157.0,35.68,4.6,5.0,UPI,2024-12-27 19:22:19,19,27,4,12,0
2024-07-17,21:13:34,"""CNR7414523""",Completed,"""CID3754690""",Go Mini,Sonipat,New Colony,14.7,16.5,118.0,4.16,4.9,4.6,UPI,2024-07-17 21:13:34,21,17,2,7,0
2024-09-17,05:57:45,"""CNR9260032""",Completed,"""CID6513410""",Bike,Chhatarpur,Ghitorni Village,14.1,22.6,707.0,16.44,3.4,4.2,Cash,2024-09-17 05:57:45,5,17,1,9,0
2024-02-03,12:15:34,"""CNR5040192""",Completed,"""CID6881965""",Bike,Seelampur,Jahangirpuri,12.2,40.3,431.0,45.26,3.7,4.2,UPI,2024-02-03 12:15:34,12,3,5,2,1
2024-09-07,20:41:02,"""CNR2627051""",Completed,"""CID8064395""",Bike,Basai Dhankot,Badarpur,3.2,28.2,341.0,19.46,4.2,4.3,Credit Card,2024-09-07 20:41:02,20,7,5,9,1
2024-06-17,22:15:29,"""CNR6323804""",Completed,"""CID4625311""",Bike,Sarojini Nagar,Kalkaji,13.9,35.0,226.0,9.72,5.0,4.2,UPI,2024-06-17 22:15:29,22,17,0,6,0
2024-09-29,19:35:00,"""CNR7583624""",Completed,"""CID3617514""",Go Sedan,Udyog Vihar,Sadar Bazar Gurgaon,5.1,33.2,1075.0,43.65,3.2,4.2,Credit Card,2024-09-29 19:35:00,19,29,6,9,1
2024-06-03,04:26:44,"""CNR7446709""",Completed,"""CID9643131""",Premier Sedan,Bhikaji Cama Place,Uttam Nagar,11.9,17.4,524.0,6.81,4.7,4.9,UPI,2024-06-03 04:26:44,4,3,0,6,0
2024-01-10,09:26:03,"""CNR2461105""",Completed,"""CID3485059""",Premier Sedan,AIIMS,Dilshad Garden,9.4,22.9,551.0,40.82,4.4,4.2,UPI,2024-01-10 09:26:03,9,10,2,1,0
2024-08-08,22:51:49,"""CNR8058896""",Completed,"""CID8876519""",Auto,IFFCO Chowk,Vasant Kunj,11.1,34.3,811.0,26.66,4.3,4.3,UPI,2024-08-08 22:51:49,22,8,3,8,0
2024-08-06,20:24:13,"""CNR2151596""",Completed,"""CID6848659""",Go Sedan,Sushant Lok,Anand Vihar,13.1,23.7,858.0,49.39,4.2,4.6,Uber Wallet,2024-08-06 20:24:13,20,6,1,8,0
2024-11-15,12:17:29,"""CNR4490448""",Completed,"""CID5814935""",Go Mini,Punjabi Bagh,Rajiv Chowk,10.0,43.9,228.0,22.98,4.4,4.5,Cash,2024-11-15 12:17:29,12,15,4,11,0
2024-12-20,07:21:31,"""CNR1732724""",Completed,"""CID3609508""",Premier Sedan,Maidan Garhi,South Extension,5.7,37.7,233.0,21.61,4.2,4.9,Cash,2024-12-20 07:21:31,7,20,4,12,0
2024-09-09,20:34:39,"""CNR9205947""",Completed,"""CID2665708""",Go Mini,New Delhi Railway Station,Khandsa,4.2,38.6,972.0,38.05,4.3,4.2,Cash,2024-09-09 20:34:39,20,9,0,9,0
2024-10-19,16:14:47,"""CNR3845770""",Completed,"""CID9463767""",Premier Sedan,Barakhamba Road,Ashok Vihar,3.8,30.8,152.0,11.36,4.5,4.3,UPI,2024-10-19 16:14:47,16,19,5,10,1
2024-07-30,20:42:16,"""CNR6609271""",Completed,"""CID2984332""",Auto,Yamuna Bank,Vatika Chowk,8.5,30.9,474.0,18.17,4.2,5.0,Debit Card,2024-07-30 20:42:16,20,30,1,7,0
2024-09-06,17:43:15,"""CNR6154217""",Completed,"""CID8980430""",Bike,Ardee City,Botanical Garden,5.7,25.6,166.0,34.47,4.6,4.7,Uber Wallet,2024-09-06 17:43:15,17,6,4,9,0
2024-09-04,11:42:02,"""CNR7793421""",Completed,"""CID4261711""",Go Mini,Peeragarhi,Vinobapuri,12.0,24.1,392.0,36.74,4.5,3.7,UPI,2024-09-04 11:42:02,11,4,2,9,0
2024-03-02,10:40:04,"""CNR7950477""",Completed,"""CID5274996""",Go Mini,Sohna Road,Kashmere Gate ISBT,7.1,17.0,978.0,45.4,4.4,4.1,Credit Card,2024-03-02 10:40:04,10,2,5,3,1
2024-03-03,11:18:56,"""CNR5999201""",Completed,"""CID3092633""",Auto,Qutub Minar,Patel Chowk,2.8,28.9,796.0,24.02,3.8,4.2,UPI,2024-03-03 11:18:56,11,3,6,3,1
2024-06-30,21:51:06,"""CNR3348482""",Completed,"""CID5691948""",Go Sedan,Vasant Kunj,Qutub Minar,2.9,34.9,1273.0,22.37,4.6,4.7,UPI,2024-06-30 21:51:06,21,30,6,6,1
2024-03-15,20:55:37,"""CNR6995494""",Completed,"""CID6209941""",Premier Sedan,Dwarka Mor,Aya Nagar,11.6,41.3,57.0,23.7,4.5,4.9,Cash,2024-03-15 20:55:37,20,15,4,3,0
2024-06-24,11:26:49,"""CNR5994430""",Completed,"""CID1718025""",Go Mini,Lal Quila,Satguru Ram Singh Marg,13.1,20.5,233.0,14.19,4.4,4.3,UPI,2024-06-24 11:26:49,11,24,0,6,0
2024-05-23,03:18:38,"""CNR4853231""",Completed,"""CID1239797""",Auto,Chanakyapuri,Jhilmil,12.4,44.2,882.0,19.52,4.4,4.8,UPI,2024-05-23 03:18:38,3,23,3,5,0
2024-09-18,08:16:32,"""CNR4267240""",Completed,"""CID6025906""",Bike,Janakpuri,Noida Extension,3.3,18.4,189.0,26.03,4.2,3.7,UPI,2024-09-18 08:16:32,8,18,2,9,0
2024-07-03,18:59:43,"""CNR5471881""",Completed,"""CID6117572""",Bike,Vishwavidyalaya,Maidan Garhi,13.2,26.8,2251.0,37.66,4.7,4.3,Uber Wallet,2024-07-03 18:59:43,18,3,2,7,0
2024-02-08,16:37:52,"""CNR8973997""",Completed,"""CID1643946""",Auto,Barakhamba Road,Vasant Kunj,8.6,31.7,114.0,13.51,4.4,4.6,UPI,2024-02-08 16:37:52,16,8,3,2,0
2024-06-03,20:18:39,"""CNR3198155""",Completed,"""CID1735803""",Premier Sedan,Subhash Nagar,IGNOU Road,12.6,15.5,282.0,26.99,4.6,4.5,UPI,2024-06-03 20:18:39,20,3,0,6,0
2024-03-17,16:18:03,"""CNR1318875""",Completed,"""CID2178669""",Premier Sedan,Kashmere Gate ISBT,Gurgaon Sector 29,14.5,36.2,596.0,37.32,4.3,4.3,Uber Wallet,2024-03-17 16:18:03,16,17,6,3,1
2024-01-08,15:52:52,"""CNR5392899""",Completed,"""CID1609003""",eBike,Khandsa,Vinobapuri,7.6,31.4,427.0,31.52,4.7,4.4,UPI,2024-01-08 15:52:52,15,8,0,1,0
2024-03-14,17:06:39,"""CNR4749127""",Completed,"""CID4442731""",Bike,Rajiv Chowk,Huda City Centre,4.2,33.2,314.0,14.29,4.4,4.4,Uber Wallet,2024-03-14 17:06:39,17,14,3,3,0
2024-01-05,15:44:40,"""CNR4304010""",Completed,"""CID9052461""",Premier Sedan,Meerut,Adarsh Nagar,9.6,40.6,666.0,6.91,4.8,4.2,UPI,2024-01-05 15:44:40,15,5,4,1,0
2024-07-02,19:21:11,"""CNR5374197""",Completed,"""CID1696782""",eBike,Shivaji Park,Ghitorni Village,5.2,16.0,53.0,38.72,3.9,4.9,Credit Card,2024-07-02 19:21:11,19,2,1,7,0
2024-09-23,10:20:40,"""CNR2134329""",Completed,"""CID7560170""",Auto,Sultanpur,Palam Vihar,4.7,38.4,347.0,33.06,4.4,4.3,UPI,2024-09-23 10:20:40,10,23,0,9,0
2024-11-09,15:22:53,"""CNR7173617""",Completed,"""CID1992238""",Auto,AIIMS,Saket,4.5,26.3,444.0,48.04,4.4,4.5,Uber Wallet,2024-11-09 15:22:53,15,9,5,11,1
2024-09-01,09:25:34,"""CNR3476292""",Completed,"""CID8859851""",Bike,Ashram,Udyog Bhawan,9.2,20.5,230.0,5.13,5.0,4.6,UPI,2024-09-01 09:25:34,9,1,6,9,1
2024-10-10,10:08:28,"""CNR1050492""",Completed,"""CID7007153""",Go Mini,Hauz Rani,Chhatarpur,2.3,38.5,193.0,30.61,3.2,4.3,UPI,2024-10-10 10:08:28,10,10,3,10,0
2024-12-02,16:04:02,"""CNR2068967""",Completed,"""CID8375327""",Auto,Tughlakabad,Uttam Nagar,8.9,39.1,424.0,33.85,4.8,4.2,UPI,2024-12-02 16:04:02,16,2,0,12,0
2024-12-16,11:18:34,"""CNR4729312""",Completed,"""CID1114152""",eBike,Rohini,Basai Dhankot,5.2,43.6,411.0,23.07,4.4,4.9,UPI,2024-12-16 11:18:34,11,16,0,12,0
2024-09-26,16:33:47,"""CNR1490969""",Completed,"""CID6236345""",Go Mini,Old Gurgaon,Welcome,3.8,29.9,200.0,15.54,4.2,5.0,Debit Card,2024-09-26 16:33:47,16,26,3,9,0
2024-05-14,18:24:11,"""CNR1071237""",Completed,"""CID4814840""",eBike,Vaishali,Anand Vihar ISBT,3.6,29.9,737.0,8.21,4.5,4.5,UPI,2024-05-14 18:24:11,18,14,1,5,0
2024-10-11,10:51:12,"""CNR4673485""",Completed,"""CID4654418""",Premier Sedan,Barakhamba Road,Paschim Vihar,6.6,35.5,151.0,13.22,4.8,4.6,Cash,2024-10-11 10:51:12,10,11,4,10,0
2024-01-05,16:16:19,"""CNR1340252""",Completed,"""CID5961637""",Go Mini,Paschim Vihar,Pulbangash,12.5,36.6,2165.0,17.73,4.3,4.8,UPI,2024-01-05 16:16:19,16,5,4,1,0
2024-05-31,21:52:22,"""CNR3196101""",Completed,"""CID5338513""",Auto,Greater Noida,New Delhi Railway Station,9.5,29.9,353.0,30.79,3.7,5.0,Cash,2024-05-31 21:52:22,21,31,4,5,0
2024-12-29,19:18:00,"""CNR4857393""",Completed,"""CID2649637""",Bike,Huda City Centre,Mayur Vihar,7.6,35.6,1211.0,36.69,4.4,5.0,UPI,2024-12-29 19:18:00,19,29,6,12,1
2024-03-31,17:51:31,"""CNR2910085""",Completed,"""CID6149306""",Auto,Ghitorni,Karol Bagh,11.6,21.4,319.0,2.56,3.9,4.9,Debit Card,2024-03-31 17:51:31,17,31,6,3,1
2024-10-12,19:56:23,"""CNR1305837""",Completed,"""CID4833362""",Go Mini,Vasant Kunj,New Colony,14.9,41.8,279.0,34.23,4.6,4.6,Credit Card,2024-10-12 19:56:23,19,12,5,10,1
2024-09-27,22:58:11,"""CNR2096003""",Completed,"""CID9479206""",Go Mini,Gurgaon Sector 29,Khan Market,10.5,37.5,332.0,33.89,4.3,4.2,Uber Wallet,2024-09-27 22:58:11,22,27,4,9,0
2024-06-10,10:09:16,"""CNR3895361""",Completed,"""CID7870704""",Bike,Sikanderpur,Vinobapuri,9.5,16.4,318.0,19.45,4.2,4.8,Cash,2024-06-10 10:09:16,10,10,0,6,0
2024-10-06,12:34:13,"""CNR7509518""",Completed,"""CID2048150""",Bike,Keshav Puram,Sadar Bazar Gurgaon,4.0,30.1,623.0,9.55,4.2,4.6,UPI,2024-10-06 12:34:13,12,6,6,10,1
2024-01-30,18:19:28,"""CNR2242827""",Completed,"""CID3575259""",Go Sedan,Rajiv Chowk,Bhikaji Cama Place,9.2,30.4,462.0,4.76,4.8,5.0,Cash,2024-01-30 18:19:28,18,30,1,1,0
2024-02-22,08:50:21,"""CNR1609028""",Completed,"""CID7511947""",Auto,Vinobapuri,Basai Dhankot,9.9,34.2,844.0,20.56,4.5,3.9,Cash,2024-02-22 08:50:21,8,22,3,2,0
2024-12-26,18:29:26,"""CNR8035039""",Completed,"""CID4495293""",Auto,Udyog Vihar Phase 4,Delhi Gate,14.7,38.1,79.0,14.07,4.7,5.0,Cash,2024-12-26 18:29:26,18,26,3,12,0
2024-03-29,14:49:54,"""CNR4035017""",Completed,"""CID9728829""",Go Sedan,Chanakyapuri,Karkarduma,6.8,42.6,320.0,38.08,3.9,4.8,Cash,2024-03-29 14:49:54,14,29,4,3,0
2024-07-26,05:29:16,"""CNR2804178""",Completed,"""CID4000581""",Go Mini,Moolchand,Vasant Kunj,8.4,23.9,115.0,33.74,4.6,3.8,UPI,2024-07-26 05:29:16,5,26,4,7,0
2024-01-12,17:20:16,"""CNR6835797""",Completed,"""CID2839537""",Premier Sedan,Hero Honda Chowk,Hauz Khas,13.4,23.5,864.0,3.0,4.8,4.5,Debit Card,2024-01-12 17:20:16,17,12,4,1,0
2024-11-11,20:21:47,"""CNR6528250""",Completed,"""CID3126039""",Uber XL,Badarpur,Akshardham,5.1,31.3,200.0,39.24,4.7,3.4,UPI,2024-11-11 20:21:47,20,11,0,11,0
2024-07-01,20:17:51,"""CNR4015350""",Completed,"""CID7780254""",eBike,Gurgaon Railway Station,Vishwavidyalaya,2.8,30.9,466.0,41.22,5.0,4.3,Uber Wallet,2024-07-01 20:17:51,20,1,0,7,0
2024-11-16,16:27:39,"""CNR3535171""",Completed,"""CID1028626""",Go Sedan,New Colony,Raj Nagar Extension,14.1,20.4,413.0,22.88,4.8,4.6,UPI,2024-11-16 16:27:39,16,16,5,11,1
2024-08-27,12:15:38,"""CNR6051881""",Completed,"""CID4765029""",Go Mini,Laxmi Nagar,Nehru Place,5.7,35.1,200.0,40.59,3.8,4.7,Debit Card,2024-08-27 12:15:38,12,27,1,8,0
2024-11-08,18:50:14,"""CNR2883697""",Completed,"""CID5641355""",Auto,Ghaziabad,South Extension,4.9,17.1,315.0,47.05,4.4,4.9,Cash,2024-11-08 18:50:14,18,8,4,11,0
2024-09-03,04:55:16,"""CNR2159341""",Completed,"""CID2880089""",Auto,AIIMS,Shivaji Park,11.5,18.7,781.0,47.0,3.6,4.7,UPI,2024-09-03 04:55:16,4,3,1,9,0
2024-10-14,19:42:53,"""CNR6432076""",Completed,"""CID3081353""",Go Sedan,Gurgaon Sector 29,IMT Manesar,10.6,28.1,126.0,10.37,4.3,5.0,UPI,2024-10-14 19:42:53,19,14,0,10,0
2024-07-06,16:17:59,"""CNR1548635""",Completed,"""CID8762631""",Auto,Azadpur,Subhash Chowk,10.4,36.0,571.0,6.6,4.2,4.8,Debit Card,2024-07-06 16:17:59,16,6,5,7,1
2024-12-05,12:43:16,"""CNR9408759""",Completed,"""CID7328628""",Bike,Netaji Subhash Place,Central Secretariat,4.0,37.7,111.0,46.17,4.3,4.9,Uber Wallet,2024-12-05 12:43:16,12,5,3,12,0
